# x_m,y_m,w_tr_right_m,w_tr_left_m
0.7500,4.4300,0.6364,0.6364
0.7400,4.4400,0.6450,0.6450
0.7400,4.4500,0.6438,0.6438
0.7400,4.4600,0.6428,0.6428
0.7400,4.4700,0.6420,0.6420
0.7300,4.4800,0.6512,0.6512
0.7300,4.4900,0.6507,0.6507
0.7200,4.5000,0.6603,0.6603
0.7200,4.5100,0.6601,0.6601
0.7200,4.5200,0.6600,0.6600
0.7200,4.5300,0.6600,0.6600
0.7100,4.5400,0.6701,0.6701
0.7100,4.5500,0.6703,0.6703
0.7100,4.5600,0.6694,0.6694
0.7100,4.5700,0.6671,0.6671
0.7100,4.5800,0.6649,0.6649
0.7100,4.5900,0.6629,0.6629
0.7000,4.6000,0.6708,0.6708
0.7000,4.6100,0.6691,0.6691
0.6900,4.6200,0.6774,0.6774
0.6900,4.6300,0.6760,0.6760
0.6800,4.6400,0.6847,0.6847
0.6800,4.6500,0.6836,0.6836
0.6800,4.6600,0.6826,0.6826
0.6800,4.6700,0.6803,0.6803
0.6700,4.6800,0.6854,0.6854
0.6700,4.6900,0.6815,0.6815
0.6700,4.7000,0.6778,0.6778
0.6600,4.7100,0.6835,0.6835
0.6600,4.7200,0.6801,0.6801
0.6500,4.7300,0.6862,0.6862
0.6500,4.7400,0.6831,0.6831
0.6500,4.7500,0.6801,0.6801
0.6500,4.7600,0.6772,0.6772
0.6500,4.7700,0.6745,0.6745
0.6400,4.7800,0.6815,0.6815
0.6400,4.7900,0.6791,0.6791
0.6300,4.8000,0.6866,0.6866
0.6300,4.8100,0.6845,0.6845
0.6200,4.8200,0.6923,0.6923
0.6200,4.8300,0.6905,0.6905
0.6200,4.8400,0.6871,0.6871
0.6100,4.8500,0.6929,0.6929
0.6100,4.8600,0.6895,0.6895
0.6100,4.8700,0.6862,0.6862
0.6000,4.8800,0.6926,0.6926
0.6000,4.8900,0.6896,0.6896
0.6000,4.9000,0.6868,0.6868
0.5900,4.9100,0.6938,0.6938
0.5800,4.9100,0.7034,0.7034
0.5700,4.9200,0.7106,0.7106
0.5600,4.9300,0.7181,0.7181
0.5500,4.9400,0.7257,0.7257
0.5400,4.9500,0.7335,0.7335
0.5400,4.9600,0.7316,0.7316
0.5300,4.9700,0.7398,0.7398
0.5200,4.9800,0.7481,0.7481
0.5100,4.9900,0.7501,0.7501
0.5000,5.0000,0.7497,0.7497
0.5000,5.0100,0.7465,0.7465
0.5000,5.0200,0.7403,0.7403
0.4900,5.0300,0.7420,0.7420
0.4900,5.0400,0.7360,0.7360
0.4800,5.0500,0.7382,0.7382
0.4700,5.0600,0.7406,0.7406
0.4700,5.0700,0.7350,0.7350
0.4700,5.0800,0.7295,0.7295
0.4600,5.0900,0.7325,0.7325
0.4500,5.1000,0.7357,0.7357
0.4500,5.1100,0.7306,0.7306
0.4400,5.1200,0.7343,0.7343
0.4300,5.1300,0.7382,0.7382
0.4300,5.1400,0.7336,0.7336
0.4200,5.1500,0.7379,0.7379
0.4200,5.1600,0.7335,0.7335
0.4100,5.1700,0.7382,0.7382
0.4100,5.1800,0.7341,0.7341
0.4100,5.1900,0.7301,0.7301
0.4000,5.2000,0.7354,0.7354
0.4000,5.2100,0.7316,0.7316
0.3900,5.2200,0.7374,0.7374
0.3800,5.2300,0.7433,0.7433
0.3800,5.2400,0.7400,0.7400
0.3700,5.2500,0.7463,0.7463
0.3700,5.2600,0.7433,0.7433
0.3600,5.2700,0.7500,0.7500
0.3500,5.2800,0.7569,0.7569
0.3400,5.2900,0.7640,0.7640
0.3300,5.2900,0.7737,0.7737
0.3200,5.3000,0.7810,0.7810
0.3100,5.3100,0.7885,0.7885
0.3000,5.3200,0.7962,0.7962
0.2900,5.3300,0.8041,0.8041
0.2800,5.3400,0.8122,0.8122
0.2700,5.3400,0.8220,0.8220
0.2600,5.3500,0.8297,0.8297
0.2500,5.3600,0.8368,0.8368
0.2400,5.3700,0.8440,0.8440
0.2400,5.3800,0.8417,0.8417
0.2300,5.3900,0.8490,0.8490
0.2200,5.4000,0.8562,0.8562
0.2100,5.4100,0.8635,0.8635
0.2000,5.4200,0.8710,0.8710
0.1900,5.4300,0.8786,0.8786
0.1800,5.4400,0.8824,0.8824
0.1700,5.4500,0.8841,0.8841
0.1600,5.4500,0.8809,0.8809
0.1500,5.4600,0.8824,0.8824
0.1400,5.4700,0.8841,0.8841
0.1300,5.4800,0.8860,0.8860
0.1200,5.4900,0.8881,0.8881
0.1100,5.5000,0.8905,0.8905
0.1000,5.5100,0.8931,0.8931
0.0900,5.5200,0.8959,0.8959
0.0800,5.5300,0.8989,0.8989
0.0700,5.5400,0.9021,0.9021
0.0600,5.5500,0.9055,0.9055
0.0600,5.5600,0.9102,0.9102
0.0500,5.5700,0.9126,0.9126
0.0400,5.5800,0.9153,0.9153
0.0400,5.5900,0.9097,0.9097
0.0300,5.6000,0.9127,0.9127
0.0200,5.6100,0.9159,0.9159
0.0100,5.6200,0.9192,0.9192
0.0000,5.6300,0.9228,0.9228
-0.0100,5.6400,0.9266,0.9266
-0.0200,5.6400,0.9354,0.9354
-0.0300,5.6500,0.9394,0.9394
-0.0400,5.6500,0.9481,0.9481
-0.0500,5.6600,0.9526,0.9526
-0.0600,5.6600,0.9481,0.9481
-0.0700,5.6700,0.9526,0.9526
-0.0800,5.6700,0.9481,0.9481
-0.0900,5.6700,0.9437,0.9437
-0.1000,5.6800,0.9485,0.9485
-0.1100,5.6800,0.9443,0.9443
-0.1200,5.6900,0.9494,0.9494
-0.1300,5.6900,0.9454,0.9454
-0.1400,5.6900,0.9415,0.9415
-0.1500,5.7000,0.9470,0.9470
-0.1600,5.7000,0.9434,0.9434
-0.1700,5.7100,0.9492,0.9492
-0.1800,5.7100,0.9458,0.9458
-0.1900,5.7100,0.9424,0.9424
-0.2000,5.7200,0.9487,0.9487
-0.2100,5.7300,0.9551,0.9551
-0.2200,5.7300,0.9519,0.9519
-0.2300,5.7300,0.9487,0.9487
-0.2400,5.7400,0.9551,0.9551
-0.2500,5.7400,0.9519,0.9519
-0.2600,5.7400,0.9487,0.9487
-0.2700,5.7500,0.9551,0.9551
-0.2800,5.7500,0.9521,0.9521
-0.2900,5.7500,0.9492,0.9492
-0.3000,5.7500,0.9464,0.9464
-0.3100,5.7500,0.9437,0.9437
-0.3200,5.7600,0.9508,0.9508
-0.3300,5.7600,0.9483,0.9483
-0.3400,5.7600,0.9459,0.9459
-0.3500,5.7600,0.9434,0.9434
-0.3600,5.7600,0.9398,0.9398
-0.3700,5.7600,0.9364,0.9364
-0.3800,5.7700,0.9424,0.9424
-0.3900,5.7700,0.9392,0.9392
-0.4000,5.7700,0.9361,0.9361
-0.4100,5.7700,0.9330,0.9330
-0.4200,5.7700,0.9301,0.9301
-0.4300,5.7700,0.9272,0.9272
-0.4400,5.7700,0.9244,0.9244
-0.4500,5.7700,0.9218,0.9218
-0.4600,5.7700,0.9192,0.9192
-0.4700,5.7700,0.9168,0.9168
-0.4800,5.7800,0.9242,0.9242
-0.4900,5.7800,0.9220,0.9220
-0.5000,5.7800,0.9198,0.9198
-0.5100,5.7800,0.9178,0.9178
-0.5200,5.7800,0.9159,0.9159
-0.5300,5.7900,0.9240,0.9240
-0.5400,5.7900,0.9223,0.9223
-0.5500,5.7900,0.9207,0.9207
-0.5600,5.7900,0.9192,0.9192
-0.5700,5.7900,0.9178,0.9178
-0.5800,5.7900,0.9159,0.9159
-0.5900,5.7900,0.9141,0.9141
-0.6000,5.8000,0.9223,0.9223
-0.6100,5.8000,0.9207,0.9207
-0.6200,5.8000,0.9192,0.9192
-0.6300,5.8000,0.9179,0.9179
-0.6400,5.8000,0.9166,0.9166
-0.6500,5.8000,0.9155,0.9155
-0.6600,5.8100,0.9244,0.9244
-0.6700,5.8100,0.9235,0.9235
-0.6800,5.8100,0.9227,0.9227
-0.6900,5.8100,0.9220,0.9220
-0.7000,5.8100,0.9214,0.9214
-0.7100,5.8100,0.9209,0.9209
-0.7200,5.8100,0.9205,0.9205
-0.7300,5.8100,0.9202,0.9202
-0.7400,5.8100,0.9201,0.9201
-0.7500,5.8100,0.9200,0.9200
-0.7600,5.8100,0.9200,0.9200
-0.7700,5.8100,0.9200,0.9200
-0.7800,5.8200,0.9291,0.9291
-0.7900,5.8200,0.9278,0.9278
-0.8000,5.8200,0.9266,0.9266
-0.8100,5.8200,0.9254,0.9254
-0.8200,5.8200,0.9244,0.9244
-0.8300,5.8300,0.9334,0.9334
-0.8400,5.8300,0.9326,0.9326
-0.8500,5.8300,0.9319,0.9319
-0.8600,5.8300,0.9313,0.9313
-0.8700,5.8400,0.9409,0.9409
-0.8800,5.8400,0.9405,0.9405
-0.8900,5.8400,0.9402,0.9402
-0.9000,5.8500,0.9501,0.9501
-0.9100,5.8500,0.9500,0.9500
-0.9200,5.8600,0.9600,0.9600
-0.9300,5.8600,0.9600,0.9600
-0.9400,5.8600,0.9600,0.9600
-0.9500,5.8600,0.9600,0.9600
-0.9600,5.8600,0.9600,0.9600
-0.9700,5.8700,0.9700,0.9700
-0.9800,5.8700,0.9700,0.9700
-0.9900,5.8700,0.9700,0.9700
-1.0000,5.8700,0.9700,0.9700
-1.0100,5.8700,0.9700,0.9700
-1.0200,5.8700,0.9701,0.9701
-1.0300,5.8700,0.9702,0.9702
-1.0400,5.8700,0.9705,0.9705
-1.0500,5.8700,0.9708,0.9708
-1.0600,5.8700,0.9713,0.9713
-1.0700,5.8700,0.9719,0.9719
-1.0800,5.8700,0.9725,0.9725
-1.0900,5.8700,0.9733,0.9733
-1.1000,5.8600,0.9642,0.9642
-1.1100,5.8600,0.9652,0.9652
-1.1200,5.8600,0.9663,0.9663
-1.1300,5.8600,0.9675,0.9675
-1.1400,5.8500,0.9589,0.9589
-1.1500,5.8500,0.9603,0.9603
-1.1600,5.8500,0.9618,0.9618
-1.1700,5.8500,0.9634,0.9634
-1.1800,5.8400,0.9552,0.9552
-1.1900,5.8400,0.9571,0.9571
-1.2000,5.8400,0.9590,0.9590
-1.2100,5.8400,0.9610,0.9610
-1.2200,5.8300,0.9534,0.9534
-1.2300,5.8300,0.9552,0.9552
-1.2400,5.8300,0.9571,0.9571
-1.2500,5.8200,0.9492,0.9492
-1.2600,5.8200,0.9513,0.9513
-1.2700,5.8200,0.9534,0.9534
-1.2800,5.8200,0.9557,0.9557
-1.2900,5.8100,0.9483,0.9483
-1.3000,5.8100,0.9508,0.9508
-1.3100,5.8100,0.9534,0.9534
-1.3200,5.8100,0.9557,0.9557
-1.3300,5.8000,0.9483,0.9483
-1.3400,5.8000,0.9508,0.9508
-1.3500,5.8000,0.9534,0.9534
-1.3600,5.8000,0.9557,0.9557
-1.3700,5.8000,0.9580,0.9580
-1.3800,5.8000,0.9605,0.9605
-1.3900,5.8000,0.9630,0.9630
-1.4000,5.7900,0.9557,0.9557
-1.4100,5.7900,0.9580,0.9580
-1.4200,5.7900,0.9605,0.9605
-1.4300,5.7800,0.9534,0.9534
-1.4400,5.7800,0.9560,0.9560
-1.4500,5.7800,0.9588,0.9588
-1.4600,5.7800,0.9617,0.9617
-1.4700,5.7700,0.9551,0.9551
-1.4800,5.7700,0.9582,0.9582
-1.4900,5.7700,0.9614,0.9614
-1.5000,5.7700,0.9646,0.9646
-1.5100,5.7600,0.9586,0.9586
-1.5200,5.7600,0.9621,0.9621
-1.5300,5.7600,0.9657,0.9657
-1.5400,5.7600,0.9693,0.9693
-1.5500,5.7600,0.9731,0.9731
-1.5600,5.7500,0.9677,0.9677
-1.5700,5.7500,0.9714,0.9714
-1.5800,5.7500,0.9750,0.9750
-1.5900,5.7400,0.9693,0.9693
-1.6000,5.7400,0.9731,0.9731
-1.6100,5.7400,0.9769,0.9769
-1.6200,5.7300,0.9717,0.9717
-1.6300,5.7300,0.9758,0.9758
-1.6400,5.7300,0.9799,0.9799
-1.6500,5.7300,0.9837,0.9837
-1.6600,5.7200,0.9772,0.9772
-1.6700,5.7200,0.9803,0.9803
-1.6800,5.7100,0.9741,0.9741
-1.6900,5.7100,0.9774,0.9774
-1.7000,5.7100,0.9808,0.9808
-1.7100,5.7000,0.9750,0.9750
-1.7200,5.6900,0.9693,0.9693
-1.7300,5.6900,0.9731,0.9731
-1.7400,5.6800,0.9677,0.9677
-1.7500,5.6700,0.9625,0.9625
-1.7600,5.6700,0.9666,0.9666
-1.7700,5.6600,0.9618,0.9618
-1.7800,5.6500,0.9571,0.9571
-1.7900,5.6500,0.9615,0.9615
-1.8000,5.6400,0.9571,0.9571
-1.8100,5.6300,0.9527,0.9527
-1.8200,5.6300,0.9571,0.9571
-1.8300,5.6200,0.9526,0.9526
-1.8400,5.6200,0.9571,0.9571
-1.8500,5.6100,0.9526,0.9526
-1.8600,5.6100,0.9571,0.9571
-1.8700,5.6000,0.9526,0.9526
-1.8800,5.6000,0.9571,0.9571
-1.8900,5.5900,0.9529,0.9529
-1.9000,5.5800,0.9489,0.9489
-1.9100,5.5800,0.9538,0.9538
-1.9200,5.5700,0.9502,0.9502
-1.9300,5.5600,0.9467,0.9467
-1.9400,5.5500,0.9434,0.9434
-1.9500,5.5500,0.9487,0.9487
-1.9600,5.5400,0.9458,0.9458
-1.9700,5.5300,0.9430,0.9430
-1.9800,5.5300,0.9483,0.9483
-1.9900,5.5200,0.9441,0.9441
-2.0000,5.5100,0.9402,0.9402
-2.0100,5.5000,0.9365,0.9365
-2.0200,5.5000,0.9278,0.9278
-2.0300,5.4900,0.9244,0.9244
-2.0400,5.4800,0.9211,0.9211
-2.0500,5.4800,0.9127,0.9127
-2.0600,5.4700,0.9097,0.9097
-2.0700,5.4600,0.9070,0.9070
-2.0800,5.4500,0.9044,0.9044
-2.0900,5.4400,0.9021,0.9021
-2.0900,5.4300,0.9079,0.9079
-2.1000,5.4200,0.9035,0.9035
-2.1100,5.4100,0.8990,0.8990
-2.1100,5.4000,0.9034,0.9034
-2.1200,5.3900,0.8989,0.8989
-2.1300,5.3800,0.8947,0.8947
-2.1300,5.3700,0.8884,0.8884
-2.1400,5.3600,0.8851,0.8851
-2.1500,5.3500,0.8820,0.8820
-2.1600,5.3400,0.8792,0.8792
-2.1700,5.3300,0.8766,0.8766
-2.1800,5.3300,0.8724,0.8724
-2.1900,5.3200,0.8683,0.8683
-2.2000,5.3100,0.8631,0.8631
-2.2100,5.3000,0.8551,0.8551
-2.2200,5.2900,0.8472,0.8472
-2.2300,5.2800,0.8395,0.8395
-2.2400,5.2700,0.8320,0.8320
-2.2500,5.2600,0.8246,0.8246
-2.2600,5.2500,0.8174,0.8174
-2.2700,5.2400,0.8104,0.8104
-2.2800,5.2300,0.8036,0.8036
-2.2800,5.2200,0.8065,0.8065
-2.2900,5.2100,0.8001,0.8001
-2.3000,5.2000,0.7938,0.7938
-2.3100,5.1900,0.7877,0.7877
-2.3200,5.1800,0.7819,0.7819
-2.3300,5.1700,0.7762,0.7762
-2.3400,5.1600,0.7708,0.7708
-2.3500,5.1500,0.7649,0.7649
-2.3500,5.1400,0.7669,0.7669
-2.3600,5.1300,0.7593,0.7593
-2.3700,5.1200,0.7519,0.7519
-2.3800,5.1100,0.7446,0.7446
-2.3900,5.1000,0.7376,0.7376
-2.3900,5.0900,0.7404,0.7404
-2.4000,5.0800,0.7338,0.7338
-2.4100,5.0700,0.7273,0.7273
-2.4100,5.0600,0.7305,0.7305
-2.4200,5.0500,0.7245,0.7245
-2.4300,5.0400,0.7187,0.7187
-2.4300,5.0300,0.7224,0.7224
-2.4300,5.0200,0.7262,0.7262
-2.4400,5.0100,0.7209,0.7209
-2.4500,5.0000,0.7157,0.7157
-2.4500,4.9900,0.7181,0.7181
-2.4600,4.9800,0.7106,0.7106
-2.4700,4.9700,0.7034,0.7034
-2.4700,4.9600,0.7060,0.7060
-2.4800,4.9500,0.6992,0.6992
-2.4800,4.9400,0.7021,0.7021
-2.4900,4.9300,0.6957,0.6957
-2.4900,4.9200,0.6989,0.6989
-2.5000,4.9100,0.6929,0.6929
-2.5100,4.9000,0.6871,0.6871
-2.5100,4.8900,0.6908,0.6908
-2.5100,4.8800,0.6946,0.6946
-2.5200,4.8700,0.6894,0.6894
-2.5200,4.8600,0.6935,0.6935
-2.5300,4.8500,0.6866,0.6866
-2.5300,4.8400,0.6888,0.6888
-2.5400,4.8300,0.6815,0.6815
-2.5400,4.8200,0.6841,0.6841
-2.5500,4.8100,0.6768,0.6768
-2.5500,4.8000,0.6791,0.6791
-2.5600,4.7900,0.6719,0.6719
-2.5600,4.7800,0.6745,0.6745
-2.5600,4.7700,0.6768,0.6768
-2.5700,4.7600,0.6694,0.6694
-2.5700,4.7500,0.6719,0.6719
-2.5700,4.7400,0.6745,0.6745
-2.5700,4.7300,0.6772,0.6772
-2.5800,4.7200,0.6705,0.6705
-2.5800,4.7100,0.6736,0.6736
-2.5800,4.7000,0.6768,0.6768
-2.5800,4.6900,0.6791,0.6791
-2.5900,4.6800,0.6719,0.6719
-2.5900,4.6700,0.6745,0.6745
-2.5900,4.6600,0.6772,0.6772
-2.5900,4.6500,0.6801,0.6801
-2.6000,4.6400,0.6736,0.6736
-2.6000,4.6300,0.6768,0.6768
-2.6000,4.6200,0.6791,0.6791
-2.6100,4.6100,0.6719,0.6719
-2.6100,4.6000,0.6745,0.6745
-2.6100,4.5900,0.6772,0.6772
-2.6100,4.5800,0.6742,0.6742
-2.6200,4.5700,0.6736,0.6736
-2.6200,4.5600,0.6768,0.6768
-2.6200,4.5500,0.6736,0.6736
-2.6200,4.5400,0.6705,0.6705
-2.6200,4.5300,0.6673,0.6673
-2.6300,4.5200,0.6736,0.6736
-2.6300,4.5100,0.6705,0.6705
-2.6300,4.5000,0.6676,0.6676
-2.6300,4.4900,0.6648,0.6648
-2.6400,4.4800,0.6719,0.6719
-2.6400,4.4700,0.6694,0.6694
-2.6400,4.4600,0.6671,0.6671
-2.6400,4.4500,0.6648,0.6648
-2.6400,4.4400,0.6622,0.6622
-2.6400,4.4300,0.6597,0.6597
-2.6400,4.4200,0.6573,0.6573
-2.6500,4.4100,0.6649,0.6649
-2.6500,4.4000,0.6629,0.6629
-2.6500,4.3900,0.6610,0.6610
-2.6500,4.3800,0.6592,0.6592
-2.6500,4.3700,0.6573,0.6573
-2.6500,4.3600,0.6551,0.6551
-2.6500,4.3500,0.6531,0.6531
-2.6500,4.3400,0.6512,0.6512
-2.6600,4.3300,0.6592,0.6592
-2.6600,4.3200,0.6573,0.6573
-2.6600,4.3100,0.6551,0.6551
-2.6600,4.3000,0.6531,0.6531
-2.6600,4.2900,0.6512,0.6512
-2.6600,4.2800,0.6494,0.6494
-2.6600,4.2700,0.6478,0.6478
-2.6600,4.2600,0.6463,0.6463
-2.6700,4.2500,0.6549,0.6549
-2.6700,4.2400,0.6525,0.6525
-2.6700,4.2300,0.6500,0.6500
-2.6700,4.2200,0.6476,0.6476
-2.6700,4.2100,0.6454,0.6454
-2.6700,4.2000,0.6433,0.6433
-2.6700,4.1900,0.6413,0.6413
-2.6700,4.1800,0.6395,0.6395
-2.6800,4.1700,0.6478,0.6478
-2.6800,4.1600,0.6463,0.6463
-2.6800,4.1500,0.6450,0.6450
-2.6800,4.1400,0.6438,0.6438
-2.6800,4.1300,0.6428,0.6428
-2.6800,4.1200,0.6420,0.6420
-2.6800,4.1100,0.6412,0.6412
-2.6800,4.1000,0.6407,0.6407
-2.6900,4.0900,0.6503,0.6503
-2.6900,4.0800,0.6501,0.6501
-2.6900,4.0700,0.6500,0.6500
-2.6900,4.0600,0.6500,0.6500
-2.6900,4.0500,0.6500,0.6500
-2.6900,4.0400,0.6500,0.6500
-2.6900,4.0300,0.6500,0.6500
-2.6900,4.0200,0.6500,0.6500
-2.6900,4.0100,0.6500,0.6500
-2.6900,4.0000,0.6500,0.6500
-2.6900,3.9900,0.6500,0.6500
-2.6900,3.9800,0.6501,0.6501
-2.6900,3.9700,0.6503,0.6503
-2.6900,3.9600,0.6507,0.6507
-2.6800,3.9500,0.6412,0.6412
-2.6800,3.9400,0.6420,0.6420
-2.6800,3.9300,0.6412,0.6412
-2.6800,3.9200,0.6407,0.6407
-2.6800,3.9100,0.6403,0.6403
-2.6800,3.9000,0.6401,0.6401
-2.6800,3.8900,0.6400,0.6400
-2.6800,3.8800,0.6401,0.6401
-2.6800,3.8700,0.6403,0.6403
-2.6800,3.8600,0.6407,0.6407
-2.6800,3.8500,0.6412,0.6412
-2.6800,3.8400,0.6420,0.6420
-2.6700,3.8300,0.6329,0.6329
-2.6700,3.8200,0.6339,0.6339
-2.6700,3.8100,0.6351,0.6351
-2.6700,3.8000,0.6364,0.6364
-2.6700,3.7900,0.6379,0.6379
-2.6700,3.7800,0.6395,0.6395
-2.6700,3.7700,0.6413,0.6413
-2.6700,3.7600,0.6433,0.6433
-2.6700,3.7500,0.6454,0.6454
-2.6700,3.7400,0.6476,0.6476
-2.6700,3.7300,0.6500,0.6500
-2.6700,3.7200,0.6525,0.6525
-2.6700,3.7100,0.6551,0.6551
-2.6600,3.7000,0.6476,0.6476
-2.6600,3.6900,0.6500,0.6500
-2.6600,3.6800,0.6525,0.6525
-2.6600,3.6700,0.6552,0.6552
-2.6600,3.6600,0.6580,0.6580
-2.6600,3.6500,0.6610,0.6610
-2.6600,3.6400,0.6641,0.6641
-2.6600,3.6300,0.6673,0.6673
-2.6600,3.6200,0.6707,0.6707
-2.6600,3.6100,0.6727,0.6727
-2.6600,3.6000,0.6708,0.6708
-2.6600,3.5900,0.6691,0.6691
-2.6600,3.5800,0.6671,0.6671
-2.6600,3.5700,0.6649,0.6649
-2.6500,3.5600,0.6727,0.6727
-2.6500,3.5500,0.6708,0.6708
-2.6500,3.5400,0.6691,0.6691
-2.6500,3.5300,0.6675,0.6675
-2.6500,3.5200,0.6661,0.6661
-2.6500,3.5100,0.6648,0.6648
-2.6500,3.5000,0.6622,0.6622
-2.6500,3.4900,0.6597,0.6597
-2.6500,3.4800,0.6573,0.6573
-2.6500,3.4700,0.6551,0.6551
-2.6500,3.4600,0.6531,0.6531
-2.6400,3.4500,0.6610,0.6610
-2.6400,3.4400,0.6592,0.6592
-2.6400,3.4300,0.6576,0.6576
-2.6400,3.4200,0.6562,0.6562
-2.6300,3.4100,0.6648,0.6648
-2.6300,3.4000,0.6637,0.6637
-2.6300,3.3900,0.6627,0.6627
-2.6300,3.3800,0.6619,0.6619
-2.6300,3.3700,0.6597,0.6597
-2.6300,3.3600,0.6573,0.6573
-2.6200,3.3500,0.6649,0.6649
-2.6200,3.3400,0.6629,0.6629
-2.6200,3.3300,0.6610,0.6610
-2.6100,3.3200,0.6691,0.6691
-2.6100,3.3100,0.6675,0.6675
-2.6100,3.3000,0.6661,0.6661
-2.6000,3.2900,0.6748,0.6748
-2.6000,3.2800,0.6736,0.6736
-2.6000,3.2700,0.6727,0.6727
-2.6000,3.2600,0.6719,0.6719
-2.5900,3.2500,0.6708,0.6708
-2.5900,3.2400,0.6727,0.6727
-2.5900,3.2300,0.6747,0.6747
-2.5900,3.2200,0.6747,0.6747
-2.5800,3.2100,0.6694,0.6694
-2.5800,3.2000,0.6719,0.6719
-2.5800,3.1900,0.6745,0.6745
-2.5800,3.1800,0.6768,0.6768
-2.5800,3.1700,0.6760,0.6760
-2.5700,3.1600,0.6719,0.6719
-2.5700,3.1500,0.6745,0.6745
-2.5700,3.1400,0.6772,0.6772
-2.5700,3.1300,0.6801,0.6801
-2.5600,3.1200,0.6736,0.6736
-2.5600,3.1100,0.6768,0.6768
-2.5600,3.1000,0.6801,0.6801
-2.5600,3.0900,0.6835,0.6835
-2.5600,3.0800,0.6859,0.6859
-2.5600,3.0700,0.6847,0.6847
-2.5600,3.0600,0.6836,0.6836
-2.5600,3.0500,0.6826,0.6826
-2.5600,3.0400,0.6818,0.6818
-2.5500,3.0300,0.6905,0.6905
-2.5500,3.0200,0.6888,0.6888
-2.5500,3.0100,0.6873,0.6873
-2.5400,3.0000,0.6958,0.6958
-2.5400,2.9900,0.6943,0.6943
-2.5400,2.9800,0.6923,0.6923
-2.5400,2.9700,0.6905,0.6905
-2.5400,2.9600,0.6888,0.6888
-2.5400,2.9500,0.6873,0.6873
-2.5400,2.9400,0.6859,0.6859
-2.5300,2.9300,0.6946,0.6946
-2.5300,2.9200,0.6935,0.6935
-2.5300,2.9100,0.6923,0.6923
-2.5300,2.9000,0.6905,0.6905
-2.5200,2.8900,0.6987,0.6987
-2.5200,2.8800,0.6964,0.6964
-2.5200,2.8700,0.6929,0.6929
-2.5200,2.8600,0.6895,0.6895
-2.5100,2.8500,0.6957,0.6957
-2.5100,2.8400,0.6926,0.6926
-2.5100,2.8300,0.6896,0.6896
-2.5100,2.8200,0.6868,0.6868
-2.5000,2.8100,0.6938,0.6938
-2.5000,2.8000,0.6912,0.6912
-2.5000,2.7900,0.6888,0.6888
-2.4900,2.7800,0.6963,0.6963
-2.4900,2.7700,0.6938,0.6938
-2.4800,2.7600,0.7000,0.7000
-2.4800,2.7500,0.6986,0.6986
-2.4700,2.7400,0.6900,0.6900
-2.4700,2.7300,0.6901,0.6901
-2.4600,2.7200,0.6803,0.6803
-2.4500,2.7100,0.6707,0.6707
-2.4500,2.7000,0.6712,0.6712
-2.4400,2.6900,0.6619,0.6619
-2.4400,2.6800,0.6627,0.6627
-2.4400,2.6700,0.6637,0.6637
-2.4300,2.6600,0.6549,0.6549
-2.4300,2.6500,0.6562,0.6562
-2.4300,2.6400,0.6576,0.6576
-2.4300,2.6300,0.6592,0.6592
-2.4300,2.6200,0.6610,0.6610
-2.4300,2.6100,0.6629,0.6629
-2.4200,2.6000,0.6549,0.6549
-2.4200,2.5900,0.6562,0.6562
-2.4200,2.5800,0.6576,0.6576
-2.4100,2.5700,0.6494,0.6494
-2.4100,2.5600,0.6501,0.6501
-2.4000,2.5500,0.6400,0.6400
-2.4000,2.5400,0.6400,0.6400
-2.4000,2.5300,0.6400,0.6400
-2.4000,2.5200,0.6400,0.6400
-2.4000,2.5100,0.6400,0.6400
-2.3900,2.5000,0.6300,0.6300
-2.3900,2.4900,0.6300,0.6300
-2.3900,2.4800,0.6300,0.6300
-2.3900,2.4700,0.6300,0.6300
-2.3800,2.4600,0.6200,0.6200
-2.3800,2.4500,0.6200,0.6200
-2.3800,2.4400,0.6201,0.6201
-2.3800,2.4300,0.6203,0.6203
-2.3800,2.4200,0.6207,0.6207
-2.3700,2.4100,0.6113,0.6113
-2.3700,2.4000,0.6120,0.6120
-2.3700,2.3900,0.6129,0.6129
-2.3700,2.3800,0.6140,0.6140
-2.3700,2.3700,0.6152,0.6152
-2.3700,2.3600,0.6166,0.6166
-2.3700,2.3500,0.6181,0.6181
-2.3600,2.3400,0.6100,0.6100
-2.3600,2.3300,0.6119,0.6119
-2.3500,2.3200,0.6042,0.6042
-2.3500,2.3100,0.6064,0.6064
-2.3500,2.3000,0.6083,0.6083
-2.3500,2.2900,0.6100,0.6100
-2.3500,2.2800,0.6119,0.6119
-2.3400,2.2700,0.6042,0.6042
-2.3400,2.2600,0.6064,0.6064
-2.3400,2.2500,0.6088,0.6088
-2.3400,2.2400,0.6113,0.6113
-2.3300,2.2300,0.6044,0.6044
-2.3300,2.2200,0.6073,0.6073
-2.3300,2.2100,0.6103,0.6103
-2.3300,2.2000,0.6135,0.6135
-2.3300,2.1900,0.6168,0.6168
-2.3300,2.1800,0.6198,0.6198
-2.3200,2.1700,0.6119,0.6119
-2.3200,2.1600,0.6139,0.6139
-2.3200,2.1500,0.6161,0.6161
-2.3200,2.1400,0.6185,0.6185
-2.3200,2.1300,0.6210,0.6210
-2.3200,2.1200,0.6236,0.6236
-2.3200,2.1100,0.6259,0.6259
-2.3100,2.1000,0.6181,0.6181
-2.3100,2.0900,0.6198,0.6198
-2.3100,2.0800,0.6217,0.6217
