# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.9300,-7.2100,0.5433,0.5433
-1.9200,-7.2100,0.5413,0.5413
-1.9100,-7.2100,0.5394,0.5394
-1.9000,-7.2100,0.5376,0.5376
-1.8900,-7.2200,0.5459,0.5459
-1.8800,-7.2200,0.5445,0.5445
-1.8700,-7.2200,0.5433,0.5433
-1.8600,-7.2200,0.5423,0.5423
-1.8500,-7.2300,0.5515,0.5515
-1.8400,-7.2300,0.5508,0.5508
-1.8300,-7.2300,0.5504,0.5504
-1.8200,-7.2400,0.5601,0.5601
-1.8100,-7.2400,0.5600,0.5600
-1.8000,-7.2500,0.5700,0.5700
-1.7900,-7.2500,0.5700,0.5700
-1.7800,-7.2500,0.5700,0.5700
-1.7700,-7.2500,0.5700,0.5700
-1.7600,-7.2600,0.5800,0.5800
-1.7500,-7.2600,0.5800,0.5800
-1.7400,-7.2600,0.5800,0.5800
-1.7300,-7.2700,0.5900,0.5900
-1.7200,-7.2700,0.5900,0.5900
-1.7100,-7.2700,0.5900,0.5900
-1.7000,-7.2700,0.5886,0.5886
-1.6900,-7.2800,0.5968,0.5968
-1.6800,-7.2800,0.5954,0.5954
-1.6700,-7.2800,0.5941,0.5941
-1.6600,-7.2900,0.6030,0.6030
-1.6500,-7.2900,0.6021,0.6021
-1.6400,-7.2900,0.6013,0.6013
-1.6300,-7.3000,0.6107,0.6107
-1.6200,-7.3000,0.6103,0.6103
-1.6100,-7.3000,0.6101,0.6101
-1.6000,-7.3100,0.6200,0.6200
-1.5900,-7.3100,0.6200,0.6200
-1.5800,-7.3100,0.6200,0.6200
-1.5700,-7.3100,0.6200,0.6200
-1.5600,-7.3200,0.6300,0.6300
-1.5500,-7.3200,0.6300,0.6300
-1.5400,-7.3200,0.6301,0.6301
-1.5300,-7.3300,0.6403,0.6403
-1.5200,-7.3300,0.6407,0.6407
-1.5100,-7.3300,0.6412,0.6412
-1.5000,-7.3400,0.6519,0.6519
-1.4900,-7.3400,0.6528,0.6528
-1.4800,-7.3400,0.6538,0.6538
-1.4700,-7.3500,0.6648,0.6648
-1.4600,-7.3500,0.6661,0.6661
-1.4500,-7.3500,0.6675,0.6675
-1.4400,-7.3500,0.6691,0.6691
-1.4300,-7.3600,0.6807,0.6807
-1.4200,-7.3600,0.6825,0.6825
-1.4100,-7.3600,0.6845,0.6845
-1.4000,-7.3600,0.6866,0.6866
-1.3900,-7.3700,0.6986,0.6986
-1.3800,-7.3700,0.7004,0.7004
-1.3700,-7.3700,0.7021,0.7021
-1.3600,-7.3700,0.7041,0.7041
-1.3500,-7.3800,0.7157,0.7157
-1.3400,-7.3800,0.7170,0.7170
-1.3300,-7.3800,0.7185,0.7185
-1.3200,-7.3800,0.7201,0.7201
-1.3100,-7.3900,0.7316,0.7316
-1.3000,-7.3900,0.7335,0.7335
-1.2900,-7.3900,0.7355,0.7355
-1.2800,-7.3900,0.7376,0.7376
-1.2700,-7.4000,0.7495,0.7495
-1.2600,-7.4000,0.7519,0.7519
-1.2500,-7.4000,0.7543,0.7543
-1.2400,-7.4000,0.7569,0.7569
-1.2300,-7.4100,0.7690,0.7690
-1.2200,-7.4100,0.7713,0.7713
-1.2100,-7.4100,0.7737,0.7737
-1.2000,-7.4200,0.7859,0.7859
-1.1900,-7.4200,0.7885,0.7885
-1.1800,-7.4200,0.7912,0.7912
-1.1700,-7.4200,0.7940,0.7940
-1.1600,-7.4200,0.7970,0.7970
-1.1500,-7.4200,0.8001,0.8001
-1.1400,-7.4200,0.8032,0.8032
-1.1300,-7.4300,0.8160,0.8160
-1.1200,-7.4300,0.8191,0.8191
-1.1100,-7.4300,0.8222,0.8222
-1.1000,-7.4300,0.8254,0.8254
-1.0900,-7.4400,0.8382,0.8382
-1.0800,-7.4400,0.8412,0.8412
-1.0700,-7.4400,0.8443,0.8443
-1.0600,-7.4400,0.8476,0.8476
-1.0500,-7.4400,0.8507,0.8507
-1.0400,-7.4400,0.8538,0.8538
-1.0300,-7.4500,0.8665,0.8665
-1.0200,-7.4500,0.8698,0.8698
-1.0100,-7.4500,0.8732,0.8732
-1.0000,-7.4500,0.8766,0.8766
-0.9900,-7.4500,0.8802,0.8802
-0.9800,-7.4500,0.8839,0.8839
-0.9700,-7.4500,0.8877,0.8877
-0.9600,-7.4500,0.8916,0.8916
-0.9500,-7.4500,0.8955,0.8955
-0.9400,-7.4500,0.8996,0.8996
-0.9300,-7.4500,0.9025,0.9025
-0.9200,-7.4500,0.9052,0.9052
-0.9100,-7.4600,0.8984,0.8984
-0.9000,-7.4600,0.9014,0.9014
-0.8900,-7.4600,0.9044,0.9044
-0.8800,-7.4600,0.9076,0.9076
-0.8700,-7.4600,0.9108,0.9108
-0.8600,-7.4600,0.9139,0.9139
-0.8500,-7.4600,0.9171,0.9171
-0.8400,-7.4600,0.9203,0.9203
-0.8300,-7.4700,0.9142,0.9142
-0.8200,-7.4700,0.9176,0.9176
-0.8100,-7.4700,0.9211,0.9211
-0.8000,-7.4700,0.9248,0.9248
-0.7900,-7.4700,0.9285,0.9285
-0.7800,-7.4700,0.9323,0.9323
-0.7700,-7.4700,0.9311,0.9311
-0.7600,-7.4700,0.9270,0.9270
-0.7500,-7.4700,0.9231,0.9231
-0.7400,-7.4700,0.9192,0.9192
-0.7300,-7.4700,0.9155,0.9155
-0.7200,-7.4700,0.9118,0.9118
-0.7100,-7.4600,0.9176,0.9176
-0.7000,-7.4600,0.9142,0.9142
-0.6900,-7.4500,0.9203,0.9203
-0.6800,-7.4400,0.9266,0.9266
-0.6700,-7.4400,0.9235,0.9235
-0.6600,-7.4300,0.9301,0.9301
-0.6500,-7.4300,0.9272,0.9272
-0.6400,-7.4200,0.9341,0.9341
-0.6300,-7.4100,0.9411,0.9411
-0.6200,-7.4100,0.9386,0.9386
-0.6100,-7.4000,0.9459,0.9459
-0.6000,-7.4000,0.9437,0.9437
-0.5900,-7.3900,0.9513,0.9513
-0.5800,-7.3900,0.9492,0.9492
-0.5700,-7.3800,0.9571,0.9571
-0.5600,-7.3800,0.9552,0.9552
-0.5500,-7.3700,0.9634,0.9634
-0.5400,-7.3700,0.9618,0.9618
-0.5300,-7.3700,0.9603,0.9603
-0.5200,-7.3600,0.9688,0.9688
-0.5100,-7.3600,0.9675,0.9675
-0.5000,-7.3500,0.9762,0.9762
-0.4900,-7.3500,0.9751,0.9751
-0.4800,-7.3500,0.9742,0.9742
-0.4700,-7.3500,0.9733,0.9733
-0.4600,-7.3400,0.9825,0.9825
-0.4500,-7.3400,0.9818,0.9818
-0.4400,-7.3300,0.9913,0.9913
-0.4300,-7.3200,0.9986,0.9986
-0.4200,-7.3200,0.9932,0.9932
-0.4100,-7.3200,0.9879,0.9879
-0.4000,-7.3100,0.9913,0.9913
-0.3900,-7.3100,0.9862,0.9862
-0.3800,-7.3000,0.9898,0.9898
-0.3700,-7.3000,0.9849,0.9849
-0.3600,-7.3000,0.9801,0.9801
-0.3500,-7.3000,0.9753,0.9753
-0.3400,-7.2900,0.9795,0.9795
-0.3300,-7.2900,0.9749,0.9749
-0.3200,-7.2800,0.9794,0.9794
-0.3100,-7.2700,0.9841,0.9841
-0.3000,-7.2700,0.9799,0.9799
-0.2900,-7.2600,0.9849,0.9849
-0.2800,-7.2500,0.9901,0.9901
-0.2700,-7.2400,0.9954,0.9954
-0.2600,-7.2300,1.0009,1.0009
-0.2500,-7.2300,0.9972,0.9972
-0.2400,-7.2200,1.0030,1.0030
-0.2300,-7.2100,1.0090,1.0090
-0.2200,-7.2000,1.0151,1.0151
-0.2100,-7.2000,1.0119,1.0119
-0.2000,-7.1900,1.0183,1.0183
-0.1900,-7.1900,1.0153,1.0153
-0.1800,-7.1900,1.0124,1.0124
-0.1700,-7.1800,1.0192,1.0192
-0.1600,-7.1700,1.0262,1.0262
-0.1500,-7.1700,1.0236,1.0236
-0.1400,-7.1600,1.0308,1.0308
-0.1300,-7.1600,1.0284,1.0284
-0.1200,-7.1500,1.0359,1.0359
-0.1100,-7.1400,1.0435,1.0435
-0.1000,-7.1400,1.0414,1.0414
-0.0900,-7.1300,1.0492,1.0492
-0.0800,-7.1200,1.0572,1.0572
-0.0700,-7.1200,1.0555,1.0555
-0.0600,-7.1100,1.0637,1.0637
-0.0500,-7.1000,1.0720,1.0720
-0.0400,-7.0900,1.0797,1.0797
-0.0400,-7.0800,1.0891,1.0891
-0.0300,-7.0700,1.0927,1.0927
-0.0200,-7.0600,1.0966,1.0966
-0.0100,-7.0500,1.1006,1.1006
0.0000,-7.0400,1.1048,1.1048
0.0100,-7.0300,1.1091,1.1091
0.0100,-7.0200,1.1180,1.1180
0.0200,-7.0100,1.1161,1.1161
0.0300,-7.0000,1.1140,1.1140
0.0400,-6.9900,1.1121,1.1121
0.0400,-6.9800,1.1183,1.1183
0.0500,-6.9700,1.1166,1.1166
0.0600,-6.9600,1.1152,1.1152
0.0600,-6.9500,1.1216,1.1216
0.0700,-6.9400,1.1204,1.1204
0.0800,-6.9300,1.1195,1.1195
0.0800,-6.9200,1.1183,1.1183
0.0900,-6.9100,1.1200,1.1200
0.1000,-6.9000,1.1220,1.1220
0.1000,-6.8900,1.1161,1.1161
0.1100,-6.8800,1.1183,1.1183
0.1100,-6.8700,1.1121,1.1121
0.1200,-6.8600,1.1140,1.1140
0.1300,-6.8500,1.1161,1.1161
0.1400,-6.8400,1.1183,1.1183
0.1500,-6.8300,1.1207,1.1207
0.1600,-6.8200,1.1162,1.1162
0.1700,-6.8100,1.1109,1.1109
0.1800,-6.8000,1.1057,1.1057
0.1900,-6.7900,1.1007,1.1007
0.2000,-6.7800,1.0959,1.0959
0.2100,-6.7700,1.0912,1.0912
0.2200,-6.7700,1.0823,1.0823
0.2300,-6.7600,1.0778,1.0778
0.2400,-6.7500,1.0702,1.0702
0.2400,-6.7400,1.0700,1.0700
0.2500,-6.7300,1.0600,1.0600
0.2500,-6.7200,1.0600,1.0600
0.2600,-6.7100,1.0500,1.0500
0.2700,-6.7000,1.0400,1.0400
0.2700,-6.6900,1.0395,1.0395
0.2800,-6.6800,1.0283,1.0283
0.2800,-6.6700,1.0270,1.0270
0.2900,-6.6600,1.0160,1.0160
0.2900,-6.6500,1.0149,1.0149
0.3000,-6.6400,1.0040,1.0040
0.3000,-6.6300,1.0032,1.0032
0.3000,-6.6200,1.0024,1.0024
0.3100,-6.6100,0.9918,0.9918
0.3100,-6.6000,0.9913,0.9913
0.3100,-6.5900,0.9908,0.9908
0.3200,-6.5800,0.9805,0.9805
0.3200,-6.5700,0.9802,0.9802
0.3200,-6.5600,0.9801,0.9801
0.3300,-6.5500,0.9700,0.9700
0.3300,-6.5400,0.9700,0.9700
0.3300,-6.5300,0.9700,0.9700
0.3400,-6.5200,0.9600,0.9600
0.3400,-6.5100,0.9600,0.9600
0.3500,-6.5000,0.9500,0.9500
0.3500,-6.4900,0.9501,0.9501
0.3600,-6.4800,0.9402,0.9402
0.3600,-6.4700,0.9405,0.9405
0.3700,-6.4600,0.9309,0.9309
0.3700,-6.4500,0.9313,0.9313
0.3800,-6.4400,0.9209,0.9209
0.3800,-6.4300,0.9205,0.9205
0.3800,-6.4200,0.9202,0.9202
0.3800,-6.4100,0.9201,0.9201
0.3900,-6.4000,0.9100,0.9100
0.3900,-6.3900,0.9093,0.9093
0.3900,-6.3800,0.9080,0.9080
0.3900,-6.3700,0.9067,0.9067
0.3900,-6.3600,0.9055,0.9055
0.4000,-6.3500,0.8945,0.8945
0.4000,-6.3400,0.8936,0.8936
0.4000,-6.3300,0.8927,0.8927
0.4000,-6.3200,0.8920,0.8920
0.4100,-6.3100,0.8814,0.8814
0.4100,-6.3000,0.8809,0.8809
0.4100,-6.2900,0.8805,0.8805
0.4100,-6.2800,0.8802,0.8802
0.4100,-6.2700,0.8801,0.8801
0.4100,-6.2600,0.8800,0.8800
0.4100,-6.2500,0.8800,0.8800
0.4200,-6.2400,0.8700,0.8700
0.4200,-6.2300,0.8700,0.8700
0.4200,-6.2200,0.8700,0.8700
0.4200,-6.2100,0.8700,0.8700
0.4200,-6.2000,0.8700,0.8700
0.4200,-6.1900,0.8701,0.8701
0.4200,-6.1800,0.8702,0.8702
0.4200,-6.1700,0.8701,0.8701
0.4200,-6.1600,0.8700,0.8700
0.4200,-6.1500,0.8700,0.8700
0.4200,-6.1400,0.8700,0.8700
0.4300,-6.1300,0.8600,0.8600
0.4300,-6.1200,0.8600,0.8600
0.4300,-6.1100,0.8600,0.8600
0.4300,-6.1000,0.8600,0.8600
0.4300,-6.0900,0.8600,0.8600
0.4300,-6.0800,0.8600,0.8600
0.4300,-6.0700,0.8600,0.8600
0.4300,-6.0600,0.8600,0.8600
0.4300,-6.0500,0.8600,0.8600
0.4400,-6.0400,0.8477,0.8477
0.4400,-6.0300,0.8448,0.8448
0.4400,-6.0200,0.8420,0.8420
0.4400,-6.0100,0.8393,0.8393
0.4400,-6.0000,0.8368,0.8368
0.4400,-5.9900,0.8343,0.8343
0.4400,-5.9800,0.8320,0.8320
0.4400,-5.9700,0.8298,0.8298
0.4400,-5.9600,0.8276,0.8276
0.4400,-5.9500,0.8257,0.8257
0.4400,-5.9400,0.8238,0.8238
0.4500,-5.9300,0.8122,0.8122
0.4500,-5.9200,0.8105,0.8105
0.4500,-5.9100,0.8089,0.8089
0.4500,-5.9000,0.8075,0.8075
0.4500,-5.8900,0.8062,0.8062
0.4500,-5.8800,0.8050,0.8050
0.4500,-5.8700,0.8040,0.8040
0.4500,-5.8600,0.8031,0.8031
0.4500,-5.8500,0.8022,0.8022
0.4500,-5.8400,0.8016,0.8016
0.4500,-5.8300,0.8010,0.8010
0.4500,-5.8200,0.8006,0.8006
0.4500,-5.8100,0.8002,0.8002
0.4500,-5.8000,0.8001,0.8001
0.4600,-5.7900,0.7900,0.7900
0.4600,-5.7800,0.7900,0.7900
0.4600,-5.7700,0.7900,0.7900
0.4600,-5.7600,0.7900,0.7900
0.4600,-5.7500,0.7900,0.7900
0.4600,-5.7400,0.7900,0.7900
0.4600,-5.7300,0.7900,0.7900
0.4600,-5.7200,0.7900,0.7900
0.4600,-5.7100,0.7900,0.7900
0.4600,-5.7000,0.7900,0.7900
0.4600,-5.6900,0.7900,0.7900
0.4600,-5.6800,0.7900,0.7900
0.4600,-5.6700,0.7901,0.7901
0.4600,-5.6600,0.7903,0.7903
0.4600,-5.6500,0.7906,0.7906
0.4600,-5.6400,0.7910,0.7910
0.4600,-5.6300,0.7916,0.7916
0.4700,-5.6200,0.7823,0.7823
0.4700,-5.6100,0.7831,0.7831
0.4700,-5.6000,0.7841,0.7841
0.4700,-5.5900,0.7852,0.7852
0.4700,-5.5800,0.7864,0.7864
0.4700,-5.5700,0.7877,0.7877
0.4700,-5.5600,0.7892,0.7892
0.4700,-5.5500,0.7908,0.7908
0.4700,-5.5400,0.7923,0.7923
0.4700,-5.5300,0.7931,0.7931
0.4700,-5.5200,0.7940,0.7940
0.4700,-5.5100,0.7951,0.7951
0.4700,-5.5000,0.7963,0.7963
0.4700,-5.4900,0.7976,0.7976
0.4700,-5.4800,0.7991,0.7991
0.4700,-5.4700,0.8006,0.8006
0.4700,-5.4600,0.8023,0.8023
0.4700,-5.4500,0.8041,0.8041
0.4700,-5.4400,0.8060,0.8060
0.4700,-5.4300,0.8081,0.8081
0.4700,-5.4200,0.8102,0.8102
0.4700,-5.4100,0.8125,0.8125
0.4700,-5.4000,0.8149,0.8149
0.4700,-5.3900,0.8139,0.8139
0.4700,-5.3800,0.8122,0.8122
0.4700,-5.3700,0.8105,0.8105
0.4700,-5.3600,0.8089,0.8089
0.4700,-5.3500,0.8075,0.8075
0.4700,-5.3400,0.8062,0.8062
0.4700,-5.3300,0.8050,0.8050
0.4700,-5.3200,0.8040,0.8040
0.4700,-5.3100,0.8031,0.8031
0.4700,-5.3000,0.8022,0.8022
0.4700,-5.2900,0.8016,0.8016
0.4700,-5.2800,0.8010,0.8010
0.4700,-5.2700,0.8006,0.8006
0.4700,-5.2600,0.8002,0.8002
0.4700,-5.2500,0.8001,0.8001
0.4800,-5.2400,0.7900,0.7900
0.4800,-5.2300,0.7900,0.7900
0.4800,-5.2200,0.7900,0.7900
0.4800,-5.2100,0.7900,0.7900
0.4800,-5.2000,0.7900,0.7900
0.4900,-5.1900,0.7800,0.7800
0.4900,-5.1800,0.7800,0.7800
0.4900,-5.1700,0.7800,0.7800
0.4900,-5.1600,0.7801,0.7801
0.4900,-5.1500,0.7803,0.7803
0.4900,-5.1400,0.7806,0.7806
0.4900,-5.1300,0.7810,0.7810
0.4900,-5.1200,0.7816,0.7816
0.4900,-5.1100,0.7823,0.7823
0.5000,-5.1000,0.7732,0.7732
0.5000,-5.0900,0.7741,0.7741
0.5000,-5.0800,0.7752,0.7752
0.5000,-5.0700,0.7765,0.7765
0.5000,-5.0600,0.7778,0.7778
0.5100,-5.0500,0.7694,0.7694
0.5100,-5.0400,0.7710,0.7710
0.5100,-5.0300,0.7728,0.7728
0.5100,-5.0200,0.7747,0.7747
0.5200,-5.0100,0.7669,0.7669
0.5200,-5.0000,0.7690,0.7690
0.5200,-4.9900,0.7713,0.7713
0.5200,-4.9800,0.7737,0.7737
0.5300,-4.9700,0.7666,0.7666
0.5300,-4.9600,0.7690,0.7690
0.5300,-4.9500,0.7713,0.7713
0.5300,-4.9400,0.7732,0.7732
0.5300,-4.9300,0.7741,0.7741
0.5300,-4.9200,0.7752,0.7752
0.5300,-4.9100,0.7765,0.7765
0.5300,-4.9000,0.7778,0.7778
0.5300,-4.8900,0.7793,0.7793
0.5300,-4.8800,0.7809,0.7809
0.5300,-4.8700,0.7826,0.7826
0.5300,-4.8600,0.7845,0.7845
0.5400,-4.8500,0.7767,0.7767
0.5400,-4.8400,0.7788,0.7788
0.5400,-4.8300,0.7810,0.7810
0.5400,-4.8200,0.7834,0.7834
0.5400,-4.8100,0.7859,0.7859
0.5400,-4.8000,0.7885,0.7885
0.5400,-4.7900,0.7908,0.7908
0.5400,-4.7800,0.7923,0.7923
0.5400,-4.7700,0.7931,0.7931
0.5400,-4.7600,0.7940,0.7940
0.5400,-4.7500,0.7951,0.7951
0.5400,-4.7400,0.7963,0.7963
0.5400,-4.7300,0.7963,0.7963
0.5400,-4.7200,0.7951,0.7951
0.5400,-4.7100,0.7940,0.7940
0.5400,-4.7000,0.7931,0.7931
0.5400,-4.6900,0.7923,0.7923
0.5500,-4.6800,0.7816,0.7816
0.5500,-4.6700,0.7810,0.7810
0.5500,-4.6600,0.7806,0.7806
0.5500,-4.6500,0.7803,0.7803
0.5500,-4.6400,0.7801,0.7801
0.5500,-4.6300,0.7800,0.7800
0.5500,-4.6200,0.7800,0.7800
0.5600,-4.6100,0.7700,0.7700
0.5600,-4.6000,0.7700,0.7700
0.5600,-4.5900,0.7700,0.7700
0.5600,-4.5800,0.7700,0.7700
0.5600,-4.5700,0.7700,0.7700
0.5600,-4.5600,0.7700,0.7700
0.5600,-4.5500,0.7700,0.7700
0.5700,-4.5400,0.7600,0.7600
0.5700,-4.5300,0.7600,0.7600
0.5700,-4.5200,0.7600,0.7600
0.5700,-4.5100,0.7600,0.7600
0.5800,-4.5000,0.7500,0.7500
0.5800,-4.4900,0.7500,0.7500
0.5800,-4.4800,0.7500,0.7500
0.5800,-4.4700,0.7500,0.7500
0.5800,-4.4600,0.7501,0.7501
0.5900,-4.4500,0.7403,0.7403
0.5900,-4.4400,0.7406,0.7406
0.5900,-4.4300,0.7411,0.7411
0.5900,-4.4200,0.7417,0.7417
0.5900,-4.4100,0.7424,0.7424
0.6000,-4.4000,0.7333,0.7333
0.6000,-4.3900,0.7344,0.7344
0.6000,-4.3800,0.7355,0.7355
0.6000,-4.3700,0.7368,0.7368
0.6000,-4.3600,0.7382,0.7382
0.6000,-4.3500,0.7398,0.7398
0.6000,-4.3400,0.7415,0.7415
0.6000,-4.3300,0.7433,0.7433
0.6000,-4.3200,0.7453,0.7453
0.6000,-4.3100,0.7467,0.7467
0.6000,-4.3000,0.7481,0.7481
0.6000,-4.2900,0.7497,0.7497
0.6000,-4.2800,0.7513,0.7513
0.6000,-4.2700,0.7531,0.7531
0.6000,-4.2600,0.7550,0.7550
0.6000,-4.2500,0.7571,0.7571
0.6000,-4.2400,0.7593,0.7593
0.6000,-4.2300,0.7600,0.7600
0.6000,-4.2200,0.7600,0.7600
0.6000,-4.2100,0.7600,0.7600
0.6000,-4.2000,0.7600,0.7600
0.6000,-4.1900,0.7600,0.7600
0.6000,-4.1800,0.7600,0.7600
0.6000,-4.1700,0.7601,0.7601
0.6000,-4.1600,0.7600,0.7600
0.6000,-4.1500,0.7600,0.7600
0.6000,-4.1400,0.7600,0.7600
0.6000,-4.1300,0.7600,0.7600
0.6000,-4.1200,0.7593,0.7593
0.6000,-4.1100,0.7569,0.7569
0.6000,-4.1000,0.7543,0.7543
0.6000,-4.0900,0.7519,0.7519
0.6000,-4.0800,0.7495,0.7495
0.6000,-4.0700,0.7473,0.7473
0.6000,-4.0600,0.7453,0.7453
0.6000,-4.0500,0.7433,0.7433
0.6000,-4.0400,0.7415,0.7415
0.6000,-4.0300,0.7398,0.7398
0.6000,-4.0200,0.7382,0.7382
0.6000,-4.0100,0.7368,0.7368
0.6000,-4.0000,0.7355,0.7355
0.6000,-3.9900,0.7335,0.7335
0.6000,-3.9800,0.7316,0.7316
0.6000,-3.9700,0.7299,0.7299
0.6000,-3.9600,0.7284,0.7284
0.6000,-3.9500,0.7269,0.7269
0.6000,-3.9400,0.7256,0.7256
0.6000,-3.9300,0.7244,0.7244
0.6000,-3.9200,0.7234,0.7234
0.6100,-3.9100,0.7325,0.7325
0.6100,-3.9000,0.7317,0.7317
0.6100,-3.8900,0.7311,0.7311
0.6100,-3.8800,0.7306,0.7306
0.6100,-3.8700,0.7303,0.7303
0.6100,-3.8600,0.7301,0.7301
0.6100,-3.8500,0.7300,0.7300
0.6100,-3.8400,0.7300,0.7300
0.6100,-3.8300,0.7300,0.7300
0.6100,-3.8200,0.7300,0.7300
0.6100,-3.8100,0.7300,0.7300
0.6100,-3.8000,0.7300,0.7300
0.6100,-3.7900,0.7300,0.7300
0.6100,-3.7800,0.7300,0.7300
0.6000,-3.7700,0.7200,0.7200
0.6000,-3.7600,0.7200,0.7200
0.6000,-3.7500,0.7200,0.7200
0.6000,-3.7400,0.7200,0.7200
0.6000,-3.7300,0.7200,0.7200
0.6000,-3.7200,0.7200,0.7200
0.6000,-3.7100,0.7200,0.7200
0.6000,-3.7000,0.7200,0.7200
0.6000,-3.6900,0.7201,0.7201
0.6000,-3.6800,0.7203,0.7203
0.6100,-3.6700,0.7306,0.7306
0.6100,-3.6600,0.7311,0.7311
0.6100,-3.6500,0.7317,0.7317
0.6000,-3.6400,0.7225,0.7225
0.6000,-3.6300,0.7234,0.7234
0.6000,-3.6200,0.7244,0.7244
0.6000,-3.6100,0.7256,0.7256
0.6000,-3.6000,0.7269,0.7269
0.6000,-3.5900,0.7284,0.7284
0.6000,-3.5800,0.7299,0.7299
0.6000,-3.5700,0.7300,0.7300
0.6000,-3.5600,0.7300,0.7300
0.6000,-3.5500,0.7300,0.7300
0.6000,-3.5400,0.7300,0.7300
0.6000,-3.5300,0.7300,0.7300
0.5900,-3.5200,0.7200,0.7200
0.5900,-3.5100,0.7200,0.7200
0.5900,-3.5000,0.7200,0.7200
0.5900,-3.4900,0.7200,0.7200
0.5900,-3.4800,0.7200,0.7200
0.5900,-3.4700,0.7200,0.7200
0.5900,-3.4600,0.7200,0.7200
0.5900,-3.4500,0.7200,0.7200
0.5900,-3.4400,0.7200,0.7200
0.5900,-3.4300,0.7200,0.7200
0.5900,-3.4200,0.7200,0.7200
0.5900,-3.4100,0.7200,0.7200
0.5900,-3.4000,0.7185,0.7185
0.5900,-3.3900,0.7170,0.7170
0.5800,-3.3800,0.7058,0.7058
0.5800,-3.3700,0.7046,0.7046
0.5800,-3.3600,0.7035,0.7035
0.5800,-3.3500,0.7026,0.7026
0.5800,-3.3400,0.7018,0.7018
0.5800,-3.3300,0.7011,0.7011
0.5800,-3.3200,0.7006,0.7006
0.5800,-3.3100,0.7003,0.7003
0.5800,-3.3000,0.7001,0.7001
0.5800,-3.2900,0.7000,0.7000
0.5800,-3.2800,0.7000,0.7000
0.5800,-3.2700,0.7000,0.7000
0.5800,-3.2600,0.7000,0.7000
0.5800,-3.2500,0.7000,0.7000
0.5800,-3.2400,0.7000,0.7000
0.5800,-3.2300,0.6987,0.6987
0.5800,-3.2200,0.6972,0.6972
0.5800,-3.2100,0.6958,0.6958
0.5800,-3.2000,0.6946,0.6946
0.5800,-3.1900,0.6935,0.6935
0.5800,-3.1800,0.6926,0.6926
0.5800,-3.1700,0.6918,0.6918
0.5800,-3.1600,0.6912,0.6912
0.5800,-3.1500,0.6907,0.6907
0.5800,-3.1400,0.6903,0.6903
0.5800,-3.1300,0.6901,0.6901
0.5800,-3.1200,0.6900,0.6900
0.5800,-3.1100,0.6900,0.6900
0.5800,-3.1000,0.6900,0.6900
0.5800,-3.0900,0.6900,0.6900
0.5800,-3.0800,0.6900,0.6900
0.5800,-3.0700,0.6900,0.6900
0.5800,-3.0600,0.6900,0.6900
0.5800,-3.0500,0.6900,0.6900
0.5800,-3.0400,0.6900,0.6900
0.5800,-3.0300,0.6900,0.6900
0.5800,-3.0200,0.6900,0.6900
0.5800,-3.0100,0.6900,0.6900
0.5800,-3.0000,0.6900,0.6900
0.5800,-2.9900,0.6900,0.6900
0.5800,-2.9800,0.6900,0.6900
0.5800,-2.9700,0.6900,0.6900
0.5800,-2.9600,0.6900,0.6900
0.5800,-2.9500,0.6900,0.6900
0.5800,-2.9400,0.6901,0.6901
0.5800,-2.9300,0.6903,0.6903
0.5800,-2.9200,0.6907,0.6907
0.5800,-2.9100,0.6912,0.6912
0.5800,-2.9000,0.6918,0.6918
0.5800,-2.8900,0.6926,0.6926
0.5800,-2.8800,0.6926,0.6926
0.5800,-2.8700,0.6918,0.6918
0.5800,-2.8600,0.6912,0.6912
0.5800,-2.8500,0.6907,0.6907
0.5800,-2.8400,0.6903,0.6903
0.5800,-2.8300,0.6901,0.6901
0.5800,-2.8200,0.6900,0.6900
0.5800,-2.8100,0.6900,0.6900
0.5800,-2.8000,0.6900,0.6900
0.5800,-2.7900,0.6900,0.6900
0.5800,-2.7800,0.6900,0.6900
0.5800,-2.7700,0.6900,0.6900
0.5800,-2.7600,0.6900,0.6900
0.5800,-2.7500,0.6900,0.6900
0.5800,-2.7400,0.6900,0.6900
0.5800,-2.7300,0.6900,0.6900
0.5800,-2.7200,0.6900,0.6900
0.5800,-2.7100,0.6900,0.6900
0.5800,-2.7000,0.6901,0.6901
0.5800,-2.6900,0.6903,0.6903
0.5800,-2.6800,0.6907,0.6907
0.5800,-2.6700,0.6912,0.6912
0.5800,-2.6600,0.6918,0.6918
0.5800,-2.6500,0.6926,0.6926
0.5800,-2.6400,0.6935,0.6935
0.5800,-2.6300,0.6946,0.6946
0.5800,-2.6200,0.6958,0.6958
0.5800,-2.6100,0.6972,0.6972
0.5800,-2.6000,0.6987,0.6987
0.5800,-2.5900,0.7004,0.7004
0.5800,-2.5800,0.7021,0.7021
0.5800,-2.5700,0.7041,0.7041
0.5800,-2.5600,0.7061,0.7061
0.5800,-2.5500,0.7083,0.7083
0.5800,-2.5400,0.7102,0.7102
0.5800,-2.5300,0.7120,0.7120
0.5800,-2.5200,0.7118,0.7118
0.5900,-2.5100,0.7011,0.7011
0.5900,-2.5000,0.7006,0.7006
0.5900,-2.4900,0.7003,0.7003
0.5900,-2.4800,0.7001,0.7001
0.5900,-2.4700,0.7000,0.7000
0.5900,-2.4600,0.6987,0.6987
0.5900,-2.4500,0.6972,0.6972
0.5900,-2.4400,0.6958,0.6958
