0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0108, 0.0108, -0.707, 0.707
0.0079, 0.0079, -0.7071, 0.7071
0.006, 0.006, -0.7071, 0.7071
0.0079, 0.0079, -0.7071, 0.7071
0.0119, 0.0119, -0.707, 0.707
0.0144, 0.0144, -0.707, 0.707
0.0133, 0.0133, -0.707, 0.707
0.0125, 0.0125, -0.707, 0.707
0.0121, 0.0121, -0.707, 0.707
0.0102, 0.0102, -0.707, 0.707
0.0075, 0.0075, -0.7071, 0.7071
0.0075, 0.0075, -0.7071, 0.7071
0.0117, 0.0117, -0.707, 0.707
0.0139, 0.0139, -0.707, 0.707
0.0131, 0.0131, -0.707, 0.707
0.0125, 0.0125, -0.707, 0.707
0.0094, 0.0094, -0.707, 0.7071
0.007, 0.007, -0.7071, 0.7071
0.0083, 0.0083, -0.7071, 0.7071
0.0121, 0.0121, -0.707, 0.707
0.0145, 0.0145, -0.707, 0.707
0.0118, 0.0118, -0.707, 0.707
0.0085, 0.0085, -0.707, 0.7071
0.0064, 0.0064, -0.7071, 0.7071
0.0057, 0.0057, -0.7071, 0.7071
0.0096, 0.0096, -0.707, 0.707
0.0131, 0.0131, -0.707, 0.707
0.0143, 0.0143, -0.707, 0.707
0.011, 0.011, -0.707, 0.707
0.0081, 0.0081, -0.7071, 0.7071
0.0065, 0.0065, -0.7071, 0.7071
0.0108, 0.0108, -0.707, 0.707
0.0138, 0.0138, -0.707, 0.707
0.0164, 0.0164, -0.7069, 0.7069
0.015, 0.015, -0.7069, 0.707
0.011, 0.011, -0.707, 0.707
0.0081, 0.0081, -0.7071, 0.7071
0.0081, 0.0081, -0.7071, 0.7071
0.0114, 0.0114, -0.707, 0.707
0.015, 0.015, -0.7069, 0.707
0.014, 0.014, -0.707, 0.707
0.011, 0.011, -0.707, 0.707
0.0085, 0.0085, -0.7071, 0.7071
0.0068, 0.0068, -0.7071, 0.7071
0.0055, 0.0055, -0.7071, 0.7071
0.0074, 0.0074, -0.7071, 0.7071
0.0109, 0.0109, -0.707, 0.707
0.0134, 0.0134, -0.707, 0.707
0.0111, 0.0111, -0.707, 0.707
0.0086, 0.0086, -0.7071, 0.7071
0.0068, 0.0068, -0.7071, 0.7071
0.0055, 0.0055, -0.7071, 0.7071
0.0045, 0.0045, -0.7071, 0.7071
0.0082, 0.0082, -0.7071, 0.7071
0.0114, 0.0114, -0.707, 0.707
0.0139, 0.0139, -0.707, 0.707
0.0159, 0.0159, -0.7069, 0.7069
0.0171, 0.0171, -0.7069, 0.7069
0.0154, 0.0154, -0.7069, 0.7069
0.0117, 0.0117, -0.707, 0.707
0.0091, 0.0091, -0.707, 0.7071
0.0105, 0.0105, -0.707, 0.707
0.0131, 0.0131, -0.707, 0.707
0.0147, 0.0147, -0.7069, 0.707
0.0137, 0.0137, -0.707, 0.707
0.0129, 0.0129, -0.707, 0.707
0.0104, 0.0104, -0.707, 0.707
0.0081, 0.0081, -0.7071, 0.7071
0.0061, 0.0061, -0.7071, 0.7071
0.0047, 0.0047, -0.7071, 0.7071
0.0091, 0.0091, -0.707, 0.7071
0.0121, 0.0121, -0.707, 0.707
0.0147, 0.0147, -0.7069, 0.707
0.012, 0.012, -0.707, 0.707
0.0087, 0.0087, -0.707, 0.7071
0.0066, 0.0066, -0.7071, 0.7071
0.0054, 0.0054, -0.7071, 0.7071
0.0068, 0.0068, -0.7071, 0.7071
0.0111, 0.0111, -0.707, 0.707
0.0109, 0.0109, -0.707, 0.707
0.008, 0.008, -0.7071, 0.7071
0.0061, 0.0061, -0.7071, 0.7071
0.0048, 0.0048, -0.7071, 0.7071
0.0045, 0.0045, -0.7071, 0.7071
0.0094, 0.0094, -0.707, 0.7071
0.0129, 0.0129, -0.707, 0.707
0.0153, 0.0153, -0.7069, 0.707
0.0115, 0.0115, -0.707, 0.707
